title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
A Receptor‐Mediated Endolysosomal Recycling Chimera Enables Catalytic TNF‐α Degradation for Sustained Treatment of Mucosal Inflammation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74818?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:38:01+00:00,10.1002/adma.74818,Jiaxu Hong,,"ABSTRACT
                  Mucosal inflammatory disorders such as dry eye disease (DED) and inflammatory bowel disease (IBD), driven by TNF‐α‐mediated immune‐epithelial crosstalk, remain therapeutically challenging. Conventional inhibitors often suffer from poor mucosal permeability and transient efficacy with 1:1 binding. Although extracellular protein degradation (eTPD) technologies can eliminate pathogenic proteins, most of them operate stoichiometrically, limiting dosage efficiency and durability. Here, we report a receptor‐mediated endolysosomal recycling chimera (RECYC) platform that enables catalytic, recyclable degradation of TNF‐α with multiple turnovers, achieving sustained suppression of mucosal inflammation. RECYC integrates a pH‐responsive peptide that binds TNF‐α at physiological pH and releases it in acidic endosomes, with a CI‐M6PR‐targeting aptamer that remains pH‐stable to drive continuous recycling. The anti‐TNF‐α RECYC achieved efficient uptake and recyclable clearance of extracellular TNF‐α across conjunctival and colonic epithelial cells and macrophages, achieving superstoichiometric TNF‐α clearance with up to 7.5 catalytic turnovers. The ∼30 kDa RECYC exhibited superior tissue penetration in murine cornea and colon compared to inhibitory antibodies. In murine DED and IBD models, RECYC restored ocular surface homeostasis and reduced colon inflammation with low‐dose, infrequent administration. Human corneal limbus organoids further confirmed prolonged anti‐inflammatory activity. Together, RECYC establishes a modular, recyclable eTPD platform for sustained treatment of TNF‐α‐driven mucosal inflammation.",crossref
Wafer‐Scale Hyper‐Porous Graphene Network With Intrinsic Ferromagnetism at Room‐Temperature,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74568?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:39:54+00:00,10.1002/adma.74568,Dongfeng Diao,,"ABSTRACT
                  
                    We report a wafer‐scale hyper‐porous graphene network (HGN) with room‐temperature intrinsic magnetism, which was revealed by both XMCD spectra at C K‐edge and M‐H curve, corresponding to a magnetic moment density of ∼0.06 μ
                    B
                    /atom, 1000 times higher than in defected HOPG. The impurity effects on magnetism were excluded by XMCD and ICP‐MS measurements. Atomic‐resolution observations unveiled that the magnetism originate from dangling zigzag edges within HGN pores apart over 1.4 nm, which was proved by annealing treatment and DFT calculations. This work confirms that intrinsic carbon ferromagnetism with the same physical mechanism as in the microscale can be obtained in bulk carbon systems. It provides a novel platform to further explore the spintronic and magnetic applications of carbon allotropes.",crossref
Olefin‐Linked Ionic Covalent Organic Frameworks with Carbenium Backbones for High‐Performance Neuromorphic Computing,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74807?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:41:24+00:00,10.1002/adma.74807,Xiaodong Zhuang,,"ABSTRACT
                  
                    Olefin‐linked covalent organic frameworks (
                    cc
                    COFs) have shown great advantages in the community since discovery. However, the synthesis of ccCOFs highly relies on unsaturated heteroatom‐involved segments (uSHS) to activate C─H bond to produce carbanion and to further condense with aldehydes. Such electron‐withdrawing uSHS have long hindered the wide applications of ccCOFs in optoelectronic devices due to the strong electron‐withdrawing effect. In this work, we report a carbenium‐involved synthesis of
                    cc
                    COFs without uSHS’ participating. As‐synthesized ionic
                    cc
                    COFs show good crystallinity and ultra‐narrow bandgap down to 1.03 eV without introducing complicated donor‐acceptor building blocks. Such
                    cc
                    COFs can also be directly synthesized as uniform films on different substrates, for example, glass, silicon wafer, Au, and so on. Most impressively, the device Au/2DPPPV‐102/Al exhibits 32 distinct conductance states under low‐voltage sweeps and each conductance state demonstrated excellent non‐volatility and could be maintained stably for over 5000 s, which are typical features of memristor. A convolutional neural network was implemented using a 32‐conductance‐state memristor array and applied to image recognition, yielding recognition accuracies exceeding 90% for five randomly selected images.",crossref
Presynaptic Optical Modulation Enabled by Dielectric‐Embedded Type‐II PbS/PbSe Quantum Dots for Near‐Infrared Neuromorphic Vision,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74345?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:43:09+00:00,10.1002/adma.74345,Chun Zhao,,"ABSTRACT
                  
                    In nighttime perception and near‐infrared (NIR) neuromorphic vision, a central challenge lies in encoding weak optical inputs into stable and controllable temporal states at the sensor front end. In nocturnal mammalian retinas, AII amacrine cells achieve this function by relying on stable chemical intermediate states, presynaptic modulation, and subthreshold temporal integration. Functionally inspired by selected information‐processing principles of this mechanism, we propose and demonstrate a bio‐inspired device design strategy. Through a chemical‐structural codesign approach, type‐II PbS/PbSe core–shell quantum dots (QDs) are used for the first time and embedded into the dielectric layer of flexible carbon‐nanotube (CNT) synaptic transistors, forming stable yet decaying photo‐generated intermediate states. These states modulate the CNT channel conductance via photogating, realizing a presynaptic, nonconductive modulation. The synaptic device exhibits NIR perception covering 395–808 nm and operates with an energy consumption of 0.325 fJ per synaptic event. An 8 × 8 synaptic array enables history‐dependent temporal processing, generating 32 distinguishable output states under five‐bit optical inputs. Based on these properties, a reservoir computing (RC) framework is validated on a dataset exceeding 10
                    5
                    samples, achieving 94.6% accuracy in nighttime human action recognition tasks. These results establish a bio‐inspired material‐device‐system pathway for NIR near‐sensor temporal perception and computation.",crossref
Ion Concentration and Voltage Imaging With Fluorescent Nanodiamonds,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74728?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:43:46+00:00,10.1002/adma.74728,Philipp Reineck,,"ABSTRACT
                  
                    The nitrogen‐vacancy (NV) center in diamond exists in different charge states with distinct photoluminescence properties, which are sensitive to the nanoscale electrochemical environment. Hence, the NV charge state is emerging as a powerful all‐optical platform for nanoscale sensing and imaging. Although significant progress has been made in engineering near‐surface NV centers in bulk diamond, controlling the NV charge state in fluorescent nanodiamonds (FNDs) has proven challenging, limiting the sensitivity and reliability of FND‐based charge state sensing. Here, we demonstrate reliable, reversible switching between the fluorescent NV
                    0
                    and a dark state, likely NV
                    +
                    , in sub‐30 nm FNDs via surface oxidation and hydrogenation, respectively, for single particles and particle powder. In aqueous electrochemical cells, we demonstrate voltage and ion concentration imaging based on the NV charge state in self‐assembled FND layers on transparent substrates. Applied voltages reliably modulate the FND PL with a sensitivity of up to 16 mV Hz
                    −1/2
                    . FND PL is also modulated by local changes in salt concentration with a sensitivity of up to 1.8% per millimolar NaCl, enabling all‐optical imaging of ion concentration gradients at the microscale. Our results represent a significant step toward realizing fast, stable, and scalable nanoscale charge‐ and voltage‐imaging technologies with sub‐micrometer spatial resolution.",crossref
Growing Fiber Sensors Enable Continuous In Vivo Monitoring of Plant Hormones,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74856?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:44:18+00:00,10.1002/adma.74856,Ye Zhang,,"ABSTRACT
                  Plant stress during growth, caused by extreme environments and biotic attacks, threatens global biodiversity and crop production, necessitating urgent elucidation of plant adaptation mechanisms. Endogenous hormones of plant growth serve as master regulators and earliest indicators of stress adaptation, making it crucial to monitor their dynamics continuously. However, existing methods, including chromatography and electrochemical probes, fail because of their mismatch with the irreversible and plastic nature of plant growth. Here, we unexpectedly find a growing fiber sensor based on an electrode consisting of a dynamic polymer network infiltrated with liquid metal, termed metalgel. The sensor undergoes irreversible elongation ∼up to 10 times its original length under just 3.2 kPa tensile stress, at least 2 orders of magnitude lower than existing electronic conductive systems, thus achieving synchronous deformation with plant growth without inducing mechanical damage or hormonal disturbances. Hormone dynamics and relevant signaling pathways during plant growth in response to pathogen infection, salt stress, and even extreme ultraviolet radiation are thus revealed by the sensor. This work provides quantitative insights into plant stress resilience mechanisms and offers a feasible route to alleviate the food and ecological crises.",crossref
Real Time Self‐Monitoring of Adhesion State via Machine Learning‐Assisted Traffic Light Color‐Coding in Silicone‐Based Smart Superglue,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74834?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:45:23+00:00,10.1002/adma.74834,Jintao Zhu,,"ABSTRACT
                  
                    Despite significant advancements in robust adhesive materials, convenient monitoring adhesion strength under service conditions before adhesion failure is essential yet challenging. In this study, structurally novel silicone‐based conductive adhesive from comb‐shaped supramolecular elastomers is reported, featuring self‐monitoring of adhesion state in real time manner via machine learning‐assisted traffic light color‐coding approach. Comb‐shaped supramolecular ion‐conducting polysiloxane P(Ba‐
                    co
                    ‐Apy‐
                    co
                    ‐DMS) are first constructed via effective hydrosilylation, yielding pendant H‐bonding barbiturate (Ba) and ionic liquids (Apy) moieties. Adhesion‐sensitive electrical properties and experimental database are therefore constructed from P(Ba‐
                    co
                    ‐Apy‐
                    co
                    ‐DMS) via digitally transforming of adhesion strength into capacitance signals. Such database is further used to train a hybrid deep learning architecture that integrates 1D convolutional neural networks (1D‐CNN) with long short‐term memory (LSTM) units. This model learns the capacitance‐adhesion mapping and translates the encoded signal features into States 1, 2, and 3. Moreover, a traffic light color‐coding approach on the perceptions of adhesion strength is developed, green, orange, and red LED light symbols are respectively associated with States 1, 2, and 3 leveraged from deep learning architecture, reflecting tight, stretched, and fractured adhesion. Our conductive adhesives illustrate the Internet of Things‐empowered adhesion state and structural health monitoring, offering promising opportunity to boost intelligentization and informatization of classical materials.",crossref
Superspace Architecture‐Driven Energy Funneling in Layered Halide Perovskite Nanoplatelets,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74826?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:47:24+00:00,10.1002/adma.74826,Sayan Bhattacharyya,,"ABSTRACT
                  
                    Layered hybrid perovskites offer a versatile platform for tailoring light‐matter interactions, where alternative stacking of inorganic and organic layers creates complex couplings that disrupt the conventional crystal symmetry. Standard crystallographic models fall short of capturing the temperature‐dependent stacking disorder and multiplet excitonic features in these systems. Here, we introduce a four‐dimensional superspace framework, employing a phenomenological atomic modulation function, to describe the symmetry‐breaking interactions in Ruddlesden–Popper L
                    2
                    FA
                    
                      n
                    
                    ‐1
                    [Sn
                    0.022
                    Pb
                    0.978
                    ]
                    
                      n
                    
                    I
                    3
                    
                      n
                    
                    +1
                    (L: oleylamine,
                    n
                    ≥ 2) nanoplatelet superlattices. Temperature‐tunable optical spectra reveal microcavity‐like excitonic confinement, while ultrafast transient absorption spectroscopy uncovers sub‐picosecond energy funneling through modulated quantum wells, facilitating a measurable and stable self‐powered photoresponse across a broad spectral range at room temperature. A rare coexistence of negative thermal expansion and quenching arises from anisotropic octahedral distortions and electron–phonon interactions. These findings establish a new structure‐function paradigm for designing thermally reconfigurable optoelectronic materials via engineered lattice modulation in hybrid perovskite superstructures.",crossref
Upscaling the Fabrication of Rod‐Shaped Microgels: A Microfluidic Method Combining Step‐Emulsification With Consecutive Droplet Confinement in Parallelized Microchannels,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74822?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:51:02+00:00,10.1002/adma.74822,Laura De Laporte,,"ABSTRACT
                  Anisometric rod‐shaped microgels are an emerging material class holding potential for tissue engineering. Their anisotropic shape has proven advantageous in the fabrication of granular hydrogels and microporous annealed particle scaffolds (MAPs), featuring larger pore sizes in comparison to their spherical counterparts. However, to enable the use of rod‐shaped microgels as building blocks for high‐throughput tissue models, a robust and scalable production method is needed. Here, we report a microfluidic fabrication method to produce rod‐shaped microgels by combining step‐emulsification (SE) and droplet confinement. We highlight the development of the microfluidic chip design, and characterize the properties of the microgel rods produced via on‐chip gelation, using two light‐induced polymerization chemistries. Compared to single‐channel microfluidic techniques, rod‐shaped microgels are generated in eight parallelized microchannels in a relevant size range for tissue engineering applications, holding potential for further upscaling.",crossref
Non‐Destructive and High‐Fidelity Sensing of Plant Water Content Enabled by Near‐Infrared Luminescent Metal Halides,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74821?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:51:40+00:00,10.1002/adma.74821,Jun Lin,,"ABSTRACT
                  
                    Real‐time, accurate water monitoring is a crucial technical foundation for industrial, environmental, and biological research. However, traditional detection methods typically include destructive processes and suffer from response delays. Near‐infrared (NIR) luminescent metal halides offer a novel solution to this challenge, but they still face issues such as ultraviolet excitation and low photoelectric conversion efficiency. Herein, a luminescent material was synthesized based on the blue‐light‐excited lead‐free perovskite Cs
                    2
                    HfCl
                    6
                    :Te
                    4+
                    /Mo
                    4+
                    , in which energy transfer (ET) from Te
                    4+
                    to Mo
                    4+
                    enables highly efficient NIR luminescence in the 800–1200 nm wavelength range. Upon encapsulation with a commercial blue light chip, the fabricated NIR light‐emitting diode device achieved a photoelectric conversion efficiency of up to 16.1%. By utilizing the absorption characteristics of water molecules in the NIR spectrum and receiving signals via a sensor. An interactive learning process based on a neural network machine learning algorithm was employed, achieving an estimation accuracy of up to 98.6% for plant water content. This non‐destructive and precise NIR detection module provides a new solution for the real‐time monitoring of crop physiological status and holds broad application prospects in the fields of precision agriculture and plant science.",crossref
Bifunctional Catalysis Drives Efficient and Ethanol‐Producing Aqueous Zn‐CO2 Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.74846?af=R,,Wiley: Advanced Materials: Table of Contents,2026-08-29 03:52:18+00:00,10.1002/adma.74846,Zaiping Guo,,"ABSTRACT
                  
                    Bifunctional electrocatalysts that simultaneously drive CO
                    2
                    reduction (CO
                    2
                    RR) and oxygen evolution (OER) in neutral electrolytes are essential for aqueous Zn‐CO
                    2
                    batteries (AZCBs), but conventional designs prioritize CO
                    2
                    RR and are often incompatible with OER, resulting in low energy efficiency, poor reversibility, and rapid degradation of batteries. Here, we introduce a unified catalyst architecture integrating Cu and Ni single atoms with boron‐, nitrogen‐co‐doped carbon (CuNi@BNC‐T). Heteroatom co‐doping stabilizes high single‐atom loadings, enhances metal‐support interactions, and suppresses carbon corrosion, while N‐coordinated Cu
                    +
                    and Ni
                    3+
                    sites cooperatively boost CO
                    2
                    RR‐OER, enabling ethanol formation and low‐overpotential OER. This strategy achieves a 0.7 V voltage gap at 5 mA cm
                    −2
                    , 522 h cycling at 20 mA cm
                    −2
                    , and first ethanol production via AZCBs with energy efficiency of 88% (flow‐cell). By elucidating previously unresolved degradation pathways, this work also correlates catalyst dynamics with battery failure, establishing design principles for durable bifunctional catalysts in aqueous Zn‐CO
                    2
                    systems.",crossref
