title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Cryogenic energy storage enabled by dipole glass with unit-cell-level polar disorder,https://www.nature.com/articles/s41565-026-02260-8,Nature Nanotechnology,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1038/s41565-026-02260-8,Zuhuang Chen,"Cryogenic energy storage is crucial for the development of frontier nanoelectronics, including deep-space exploration (down to 90 K) and quantum computing (≤4 K). However, conventional electrochemical energy storage systems (such as secondary batteries and electrochemical capacitors) underperform at temperatures below ∼230 K due to restricted ion mobility. Although relaxor-based dielectric capacitors provide high energy efficiency (>80%) above ∼200 K, the intrinsic freezing/growth of polar nanodomains (that is, nanometric regions with local electric polarization) in the extended cryogenic regime (88%) down to 4 K, delivering an energy density of 211 J cm−3 at 9 MV cm−1, stability over 108 charge/discharge cycles and microsecond-scale charge/discharge capability. This work introduces a dipole-glass paradigm that enables control of polar disorder at the unit-cell level, providing insights into the technology development of highly efficient energy storage systems with broad applications.",nature_html,0
Technical feasibility and economic viability for coupling electrocatalytic reactions,https://www.nature.com/articles/s44359-026-00208-8,Nature Reviews Clean Technology,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1038/s44359-026-00208-8,Jinlong Gong,"Heterogeneous electrocatalytic reactions driven by renewable electricity offer a route for chemical production. To advance these technologies towards applications, it is essential to maximize the use of each valuable electron, to drive valorization reactions at both the anode and cathode. Coupled electrocatalytic systems with well designed integrated anodic and cathodic reactions could simultaneously improve process efficiency and product value. This Review describes the technical principles and economic considerations for coupling electrocatalytic reactions. Technically, a well designed coupled system should reduce the reaction potential for elevated energy efficiency, with matched mass flow and electron consumption at both electrodes. Additional technical principles include streamlining downstream processing and improving operational safety. Economically, an integrated techno-economic assessment framework could comprehensively consider the financial, environmental and regulatory impacts. The coupling viability score, which combines economic, environmental and uncertainty information, could enable quantitative comparisons of coupled systems. Coupled electrochemical systems for green hydrogen production with alternative anodic reactions, carbon dioxide utilization for C1 products, and organic valorization through cascade and convergent architectures show favourable economic viability. Further development in electrocatalyst design, electrode construction and electrolyser optimization, supported by advanced characterization techniques, computational simulations and artificial intelligence, together with the full guidance of economic analysis, is needed for the implementation of coupled electrocatalytic systems.",nature_html,0
Probing thermal transport in hybrid metal halide perovskites,https://www.nature.com/articles/s44359-026-00209-7,Nature Reviews Clean Technology,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1038/s44359-026-00209-7,Du Chen,,,0
Redox chemistry of halide materials unlocking next-generation all-solid-state batteries,https://www.cell.com/joule/fulltext/S2542-4351(26)00325-9?rss=yes,Joule,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1016/j.joule.2026.102641,Qiang Zhang,"Solid electrolytes have long been treated as inert “dead mass” in all-solid-state batteries. This perspective challenges that view by highlighting the redox chemistry of halide materials, which can serve as both ionic conductors and capacity contributors. A strategic voltage window matching design enables substantial electrode energy density gains, paving the way toward 600 Wh kg−1 next-generation all-solid-state batteries for electric aviation and beyond.",rss_cell,0
Topologically Plastic Reservoir Computing with Self-rectifying Memristor Arrays,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag525/8769432?rss=1,National Science Review Advance Access,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1093/nsr/nwag525,Yishu Zhang,"Predicting the evolution of high-dimensional chaotic systems, such as meteorological and climate dynamics, demands hardware-efficient frameworks capable of capturing complex spatio-temporal correlations. While reservoir computing (RC) offers a promising approach, conventional implementations are constrained by fixed network topologies that cannot adapt to the non-stationary, multi-scale dynamics inherent to real-world chaos. Here, we introduce a reconfigurable RC system with topological plasticity whose core functionality is intrinsically enabled by a novel self-rectifying memristor (SRM) array. The SRM device, featuring high rectification ratio (>106) and 128 distinguishable conductance states, exhibits a unique voltage-gated tri-modal operation: a low-voltage regime (0–2 V) for local nonlinear computation; a high-voltage regime (2.5–3 V) that induces stable resistive switching, enabling dynamic, hardware-level reconfiguration of global reservoir connectivity; and a negative-voltage regime (−2V–0) that blocks inter-conductance crosstalk. This tri-modal operation allows the physical hardware substrate itself—a 16 kb SRM array—to morph its interconnect topology in direct response to operational demands. When applied to the classical Lorenz system, our model achieves normalized mean squared error (NMSE) of 0.0613 with a core-array energy cost of 0.83 pJ/op. In meteorological dynamics forecasting, the system physically implements an adaptively tuned small‑world network reservoir, sustaining > 90% frame‑by‑frame accuracy over 30 days—a 7.6% improvement versus the fixed‑topology reservoir hardware. Our work establishes a new paradigm of adaptive neuromorphic computing driven by device physics, providing a transformative hardware solution for the energy-efficient and high-fidelity forecasting of complex environmental phenomena.",rss_oup,0
Stabilizing vacancy-rich In2O3 by isolated Cr species for durable CO2 hydrogenation,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag532/8769434?rss=1,National Science Review Advance Access,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1093/nsr/nwag532,Li Tan,"The over-reduction of the vacancy-rich In2O3 phase remains a critical challenge in CO2 hydrogenation over In2O3-based catalysts. Here, we demonstrate that a vacancy-stabilizing ensemble consisting of isolated Cr atoms embedded in the In2O3 lattice can simultaneously provide abundant surface Ov sites, excellent catalytic activity and outstanding structural stability under CO2 hydrogenation conditions. Through experimental and DFT investigations, we identify the active site to be Cr3+-[Ov]2-Inδ+, where paired Ov sites facilitate CO2 adsorption in a bridge configuration and subsequent hydrogenation to HCOO* intermediates. The optimized catalyst with 10 mol% Cr delivers a methanol yield 2.1 times higher than that on pristine In2O3 and maintains structural integrity without detectable metallic In° formation over 110 h time-on-stream, even after strongly reducing treatment. This work highlights the isolated-Cr-stabilized oxygen-vacancy-pair ensembles as an effective strategy to reconcile abundant active vacancies with structural durability in In2O3-based CO2 hydrogenation catalysts.",rss_oup,0
"Revealing the stabilization pathway, stack validation, and techno-economic assessment of phosphonate-Fe(III) complex for near-neutral aqueous all-iron flow batteries",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag533/8769436?rss=1,National Science Review Advance Access,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1093/nsr/nwag533,Zhong Jin,"Aqueous iron-based redox flow batteries are promising for grid-scale energy storage due to inherent safety, low cost, and material abundance. However, their stability remains limited by poor redox reversibility and iron dendrite formation. Herein, we report a hexadentate phosphate-rich Fe(III) complex, Fe(P4N2), specifically engineered for near-neutral conditions. The robust Fe–O/Fe–N coordination environment of phosphate-based ligand framework stabilizes redox-active Fe3+/Fe2+ centers and suppresses parasitic side reactions. Additionally, the hydrogen-bond-rich solvation shell, formed by abundant phosphonate terminal groups, fosters a dense hydration layer around the complex, bringing high aqueous solubility (1.47 M) and low cross-membrane contamination. Consequently, the Fe(P4N2)-based flow batteries demonstrate high energy efficiency (85.7% at 100 mA cm−2), rapid redox kinetics (21.4 Wh L−1 at 200 mA cm−2), ultralow capacity decay (0.00052% per cycle or 0.027% per day). When scaled to a 12-cell stack (900 cm2 active area per cell), the Fe(P4N2)-based flow batteries deliver a stable 300 W power output during long-term operation. Techno-economic analysis demonstrates promising economic potential for this system, driven by low material cost, high energy efficiency, and long-term durability. This study establishes a multidentate phosphate coordination strategy for developing fast-charging, durable, scalable, and economically attractive all-iron redox flow batteries.",rss_oup,0
"Gram-scale microbial synthesis of hypericin, a low-abundance complex phytochemical drug candidate",https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag517/8769438?rss=1,National Science Review Advance Access,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1093/nsr/nwag517,Ren Xiang Tan,"Hypericin is a promising Phase II/III drug candidate for oncology and psoriasis, yet its sustainable supply is problematic: multi-step synthesis is resource-intensive, and heterologous expression is blocked by the unknown plant pathway. Here, we re-engineer the polyketide biosynthetic pathways in Cladosporium fulvum and overcome substrate inhibition and metabolic inefficiency, achieving scalable and plant-pathway-independent biomanufacturing of hypericin. In particular, we redesigned the catalytic cavity of the critical P450 enzyme RugG to yield a variant (RugGT452P-R160D) with enhanced activity and reduced substrate inhibition. This achievement was combined with the suppression of shunt product formation to redirect metabolic flux toward emodin bianthrone—an indispensable hypericin precursor. These efforts enabled us to construct an engineered strain, ΔclaC-ΔclaH2-rugGT452P-R160D-claA-claE, which produced 1.87 g/L hypericin in a 5-L bioreactor after photocatalytic treatment. Collectively, this work provides an effective strategy for alleviating substrate inhibition and redirecting metabolic flux in the biomanufacturing of complex, high-value natural products.",rss_oup,0
Enhancing generalization in non-uniformly sampled NMR spectra reconstruction via accelerated conditional diffusion models,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag527/8769440?rss=1,National Science Review Advance Access,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1093/nsr/nwag527,Zhong Chen,"Multidimensional NMR spectroscopy provides rich molecular-level information on species and structures, with broad significance across chemistry, biology, and materials science. However, its widespread application is generally limited by prolonged acquisition times. Combining non-uniform sampling techniques with spectra reconstruction methods offers a promising solution to this acquisition bottleneck. Traditional reconstruction methods are robust but constrained by algorithmic assumptions and approximations, whereas deep learning approaches can potentially overcome these limitations and achieve higher reconstruction fidelity, though generalization to unseen data remains challenging. Here, we present an accelerated conditional diffusion model for multidimensional NMR spectra reconstruction, formulating the task as a probabilistic iterative denoising process that progressively refines undersampled spectra under physical constraints. Experiments demonstrate that this method outperforms both traditional and end-to-end deep learning algorithms in peak recovery, artifact suppression, and robustness across multiple sampling conditions and experimental datasets.",rss_oup,0
Generative Sociology: Leveraging Large Language Models to Comprehend Social Complexity,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag513/8769760?rss=1,National Science Review Advance Access,2026-08-24 00:00:00 UTC,2026-08-24 00:00:00+00:00,10.1093/nsr/nwag513,Linyuan Lü,"This article proposes a cyclical research paradigm that introduces agent-based generative simulation, expanding social experimentation beyond the limits of traditional empirical research.",crossref,0
