title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Stratospheric impacts on Eurasian soil moisture on subseasonal timescales,https://www.nature.com/articles/s41467-026-75786-z,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-75786-z,Suvarna Fadnavis,"Sudden stratospheric warming (SSW) events and soil moisture are both key sources of subseasonal-to-seasonal predictability, raising the possibility that SSWs could enhance hydroclimate predictability through soil moisture. Yet this connection remains largely unexplored. Here we show that SSWs induce a robust dipolar soil moisture response across Eurasia, with wetter conditions over the Iberian Peninsula and pronounced drying from the Iranian Plateau to northern India during the two months following SSWs. These responses occur in both surface and root-zone soil moisture and are consistently captured by reanalysis, land surface model simulations, and satellite observations. Enhanced precipitation drives the wet anomalies over Iberia, whereas anomalous near-surface warming drives drying from the Iranian Plateau to northern India. Our findings identify a previously underrecognized pathway linking stratospheric variability to subseasonal Eurasian hydroclimate predictability.",nature_html,0
Self-Assembled Multilayers Reduce Interfacial Energy Loss in Perovskite Solar Cells,https://www.nature.com/articles/s41467-026-76497-1,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-76497-1,Qiang Liao,"The use of self-assembled multilayer (SAM) layers as hole transport layers (HTLs) represents a major advance for high-efficiency perovskite solar cells (PSCs). However, many SAMs materials suffer from aggregation, poor wettability, and weak interactions with the perovskite, which hinder charge transfer and cause energy losses that limit both power conversion efficiency (PCE) and long-term stability. In this study, we synthesized two SAMs, namely 2-(10-(3,5-dimethoxyphenyl)−7H-benzo[c]carbazol-7-yl)ethyl)phosphonic acid (denoted as DMPA) and 2-(7H-benzo[c]carbazol-7-yl)ethyl)phosphonic acid (denoted as BCPA). DMPA SAM effectively suppresses self‑aggregation and enhances substrate coverage. The methoxy groups in DMPA interact with the perovskite, thereby enabling DMPA to passivate defects at the buried interface and optimize perovskite crystallization. These interfacial improvements facilitate more efficient charge extraction and enhance interfacial stability. As a result, DMPA-based PSCs achieve a PCE of 27.59% (certified PCE of 27.2%) and show remarkable photothermal stability, retaining 94.5% of their initial efficiency after 1600 hours of continuous illumination under 1 Sun at 65 °C.",nature_html,0
Diet-responsive proteogenomic effects following short-term restriction of animal products in humans,https://www.nature.com/articles/s41467-026-76379-6,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-76379-6,Antigone S. Dimas,"The effect of diet on genetic regulation in humans remains largely unexplored. Here, we investigate gene-diet interactions in a unique group of healthy individuals (N = 200) who alternate between omnivory and dietary restriction of animal products for religious reasons. Using longitudinal proteomic and genotype data, we identify diet-responsive cis-pQTLs and highlight regulatory effects on LBR and MSRA, proteins involved in cholesterol and methionine metabolism respectively. LBR-associated cis-pQTL rs74148404 colocalizes with obesity exclusively under dietary restriction, suggesting diet-dependent modulation of genetic risk. We also show that a diet-dependent cis-pQTL for metabolic regulator FGF21 colocalizes with eosinophil and platelet traits pointing to diet-sensitive immunometabolic signalling. By parallel profiling of a continuously omnivorous control group (N = 211), we uncover seasonally dynamic genetic regulation for proteins linked to apoptosis in immune system pathways (MAVS, CASP3, PDLIM7, IL12RB1), effects likely masked by animal product restriction. These findings reveal dynamic diet- and season-sensitive regulatory mechanisms with implications for precision nutrition and individualized disease prevention strategies, and underscore the need to integrate environmental context into genetic studies of health and disease.",nature_html,0
Targeting m6A writer METTL3 with engineered nanovesicles reduces neuroinflammation in vitro and in vivo,https://www.nature.com/articles/s41467-026-75862-4,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-75862-4,Lang Rao,"Epigenetic editing, particularly N6-methyladenosine (m6A) modification, represents a promising therapeutic strategy by silencing genes without altering DNA sequence. However, in vivo epigenetic intervention of neuroinflammation remains challenging and has rarely been explored. Here we developed a hybrid epigenetic nanomodulator, siMETTL3-hNVs, by integrating natural microglia-derived nanovesicles (NVs) with synthetic liposomes pre-loading small interfering RNA targeting the m6A writer methyltransferase-like 3 (METTL3). Natural NVs enabled siMETTL3-hNVs to achieve inflamed-brain delivery through CCR2-CCL2 chemotaxis and caveolae-mediated transcytosis across the blood-brain barrier. More importantly, relying on abundant cytokine receptors on the NVs, siMETTL3-hNVs served as decoys to neutralize pro-inflammatory cytokines, synergizing with the intracellular silencing of METTL3 to drive microglial M2 repolarization. In female mouse models of acute neuroinflammation and radiation-induced brain injury, siMETTL3-hNVs treatment significantly reduced cytokine levels, attenuated hippocampal damage, and ameliorated cognitive deficits. This work overcomes critical delivery bottlenecks in m6A-based therapeutics and establishes a robust strategy for epigenetic reprogramming of neuroinflammation.",nature_html,0
MRICombo: a deep-learning-based framework for universal volumetric segmentation grading-staging and malignancy detection across heterogeneous MRI,https://www.nature.com/articles/s41467-026-76461-z,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-76461-z,Tao Tan,"Comprehensive magnetic resonance imaging (MRI) analysis in oncology involves multiple interrelated tasks including volumetric segmentation, grading, staging, and malignancy detection. However, most existing deep learning models are task-specific or sequence-specific, lacking the generalizability required for heterogeneous sequences. Here we present MRICombo, a unified multi-expert deep learning framework for universal anatomical delineation and tumor characterization across 9 heterogeneous imaging sequences. Developed using 7,380 MRI sequences from 2,354 individuals, MRICombo achieves state-of-the-art performance with mean Dice similarity coefficients of 0.836 for segmenting 14 critical anatomical structures and 0.625 for labeling 11 major tumor types. It also attains a mean area under the receiver operating characteristic curve (AUROC) of 0.920 for glioma grading, bladder and nasopharyngeal cancer staging, and breast and liver tumor malignancy detection. External validation on four independent datasets (1082 sequences from 734 individuals) and transfer learning evaluation (512 individuals) confirm robust cross-protocol generalizability. Furthermore, MRICombo supports flexible inference with missing sequences and offers decision interpretability through sequence clustering and expert contribution analysis. As a unified clinical solution, MRICombo significantly reduces deployment costs and has the potential to streamline diagnostic workflows, supporting more personalized oncology care.",nature_html,0
Cavity-Enabled Supramolecular Regulation of Capacitive–Redox Bromine Electrochemistry in Zinc–Bromine Batteries,https://www.nature.com/articles/s41467-026-76539-8,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-76539-8,Hao Cheng,"The intrinsic trade-offs between high-rate capacitive processes and high-capacity redox reactions fundamentally limit advanced electrochemical energy storage. Here, we transcend this paradigm by introducing cavity-enabled supramolecular microreactors as a versatile platform for synergistic bromine capacitive-redox electrochemistry. These microreactors exhibit voltage-responsive dual functions, operating as a high-capacity ion-sequestration matrix at low voltages governed by their tailored electrostatic cavity landscape, and dynamically switching to an anchoring and conversion-promoting center at high voltages via spatially confined noncovalent interactions distinct from conventional bonding. Deployed in an aqueous zinc-bromine battery, this strategy delivers a specific capacity of 481.8 mAh g−1 at 0.83 A g−1 and retains 89.4% of its capacity after 1500 cycles at a specific current of 8.3 A g−1. Our work transcends the conventional material design philosophy, establishing a general approach for breaking the intrinsic limits of electrode materials through molecular-scale ion regulation.",nature_html,0
Allele-specific chromatin architecture shapes imprinted domains and coordinates a distal enhancer and antisense transcription at the mouse Mest-Copg2 domain,https://www.nature.com/articles/s41467-026-76506-3,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-76506-3,Amanda J. Whipple,"Genomic imprinting results in parent-of-origin-dependent gene expression, but how three-dimensional genome organization contributes to imprinted gene regulation remains unclear. Using Capture Hi-C in mouse cortex and primary cortical neurons, we identified parental allele-specific chromatin architectures across multiple imprinted domains. These architectures largely originate from imprinting control regions and correlate with DNA methylation-sensitive CTCF binding. Active and inactive alleles of imprinted genes show distinct promoter interaction profiles and differential engagement with distal regulatory elements in both contact frequency and the epigenetic state of distal regions. A CRISPR interference screen identified a distal enhancer that regulates Mest-Copg2 imprinted expression through allele-specific chromatin interactions. In neurons, this enhancer activates Copg2 on the maternal allele, whereas on the paternal allele it drives Mest isoforms transcribed antisense to Copg2 and contributes to Copg2 repression. In summary, we show that allele-specific chromatin architecture coordinates maternal enhancer activity and paternal antisense transcription to control imprinted expression in neurons.",nature_html,0
Human learning of probability distributions is biased toward moderate structural complexity,https://www.nature.com/articles/s41467-026-76247-3,Nature Communications,2026-08-08 00:00:00 UTC,2026-08-08 00:00:00+00:00,10.1038/s41467-026-76247-3,Hang Zhang,"Inferring hidden environmental structures, which commonly involves learning arbitrary probability distributions from limited samples, is essential to optimal and adaptive behaviors across various cognitive domains. However, it remains largely unknown how the internal representations constructed by humans may deviate from actual probabilistic structures, and what computational processes, operated under inherent cognitive limitations, give rise to these representations. We first develop a structured distribution report task to reveal human participants’ internal representations, with findings verified in a further distribution recognition task. Across eight behavioral experiments (including one pre-registered study) in two modalities, participants estimate the overall probability density reasonably well, but exhibit a systematic bias toward moderate structural complexity, reporting too many clusters when the true distribution is a single Gaussian and too few when it contains many clusters. We then build a series of learning models in the framework of approximate Bayesian inference fit to our behavioral data. Through model comparisons, we reconstruct the prior beliefs guiding the evolution of participants’ internal representations. The best-fitting model for human reports reduces structure growth rate as complexity increases, effectively constraining the complexity of internal representations within memory limitations.",nature_html,0
Reconstructing Solvation Structure via Strongly Nucleophilic Anions for High‐Rate and Low‐Temperature Graphite||LFP Pouch Cells in PC‐Based Electrolyte,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.71406?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-08-08 08:55:06 UTC,2026-08-08 08:55:06+00:00,10.1002/aenm.71406,Ge Li,"ABSTRACT
                  
                    Regulating Li
                    +
                    solvation structure in Propylene carbonate (PC)‐based electrolytes modulates solid‐electrolyte interphase (SEI) formation and desolvation, enabling compatibility with graphite anodes. However, existing high‐ and localized high‐concentration strategies remain limited by cost and reduced ionic conductivity. Here, we report a nucleophilic‐anion‐regulated electrolyte that reconstructs the Li
                    +
                    solvation sheath without compromising transport. Through systematic simulations of six lithium salt anions, we reveal the role of  in regulating Li
                    +
                    solvation. Introducing LiNO
                    3
                    salt enables partial replacement of solvent molecules in the first solvation shell with nucleophilic , decreasing solvent‐separated ion pairs by 26% while increasing contact ion pairs and aggregates by 19% and 7%, respectively. This solvation restructuring is experimentally validated, promoting Li
                    +
                    desolvation and forming a Li
                    3
                    N‐rich inorganic SEI, suppressing PC co‐intercalation and solvent decomposition. As a result, both Li||graphite half cells and high‐mass‐loading graphite||LiFePO
                    4
                    pouch cells exhibit markedly enhanced performance. The optimized electrolyte delivers nearly fourfold higher capacity at 3C and stable operation for over 100 cycles at −20°C, whereas cells with a control electrolyte fail within 20 cycles. This work establishes nucleophilic‐anion‐driven solvation regulation as a cost‐effective pathway for designing practical next‐generation electrolytes with fast‐ion transport, robust interfacial stability, and excellent low‐temperature performance.",crossref,0
Resolving the Mechano‐Electrochemical Dilemma in Structural Batteries via In Situ Entropy Engineering,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.71423?af=R,Wiley: Advanced Energy Materials: Table of Contents,2026-08-08 08:55:46 UTC,2026-08-08 08:55:46+00:00,10.1002/aenm.71423,Jinrui Ye,"ABSTRACT
                  
                    Structural batteries (SBs) offer a revolutionary approach to massless energy storage, but suffer from severe capacity degradation and mechanical failure due to coupled electrochemical and mechanical stresses, particularly when employing high‐energy layered cathodes. Herein, an in situ entropy engineering strategy is pioneered to construct a highly robust, nickel‐rich structural cathode (SC). Multi‐element co‐doping induces a strong lattice pinning effect, which thermodynamically suppresses lattice oxygen escape and intrinsically mitigates internal anisotropic strain during continuous lithiation/delithiation. Integrated onto carbon fiber current collectors, the resulting SBs exhibit an exceptional balance of energy and load‐bearing metrics. They deliver a superior specific capacity of 122.34 mAh g
                    −
                    1
                    at 0.3C with 82.25% capacity retention over 200 cycles, significantly outperforming conventional NCM811 benchmarks. Furthermore, the SBs withstand macroscopic external stresses, yielding a tensile strength of 206.05 MPa and a flexural strength of 122.35 MPa, while demonstrating near‐zero capacity degradation under sustained static in situ mechanical loads. Experimental and theoretical insights jointly confirm that entropy‐driven lattice stabilization bridges the critical gap between high energy density and mechanical robustness, propelling the practical development of massless energy storage.",crossref,0
