title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
Radial nanochannel-array carbon enables high-performance intermetallic fuel cell catalysts,https://www.nature.com/articles/s41565-026-02244-8,Nature Nanotechnology,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1038/s41565-026-02244-8,Gang Wu,"The challenge of designing platinum-based intermetallic catalysts for oxygen-reduction cathodes in fuel cells is to synergistically integrate four critical merits into one catalyst, including fine metal nanoparticles, high ordering degree of intermetallic structure, high Pt content against support and mesopore-rich carbon supports for favourable ionomer dispersion and mass/charge transfers. Here we introduce a radial nanochannel-array carbon sphere (RNCS) support that contains open-through-grooved mesopores with sufficient volume and optimal size. PtCo intermetallic nanoparticles are uniformly assembled into the RNCS to achieve exceptional thermal and electrochemical stability. Annealing at desirable elevated temperatures (>1,000 °C) simultaneously yields highly ordered L10-PtCo intermetallic phases (>80%) and fine particle dispersion (−2 at 0.70 V under heavy-duty vehicle conditions and retained 82.5% performance after a rigorous accelerated stress test of 150,000-voltage cycles.",nature_html,0
Impacts of multitrophic biological loop on soil carbon sequestration,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag475/8753260?rss=1,National Science Review Advance Access,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1093/nsr/nwag475,Jiabao Zhang,"Interactions among soil viruses, microbes and soil fauna form a unified soil biological loop that shapes microbial necromass and controls soil carbon storage. This work extends the microbial carbon pump theory by introducing the virus-mediated microbial carbon pump, offering a new framework to explain soil carbon sequestration under global change.",crossref,0
Intent-Driven Embodied Artificial Intelligence,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag476/8753686?rss=1,National Science Review Advance Access,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1093/nsr/nwag476,Nanning Zheng,"Embodied Artificial Intelligence (Embodied AI) has emerged as a promising paradigm for developing more general and adaptive intelligent systems, emphasizing that intelligence emerges from continuous interaction among perception, cognition, and action in real-world environments. Recent advances increasingly integrate large language models and multimodal learning into embodied agents; however, most existing approaches remain correlation-driven, relying on implicit objectives, task-specific rewards, or prompt-level instructions. As a consequence, intent is rarely represented explicitly, limiting causal coherence, long-horizon consistency, and robust value alignment in open-world settings. In this Review, we synthesize recent progress in Embodied AI and articulate Intent-Driven Embodied Artificial Intelligence (IDEAI) as a system-level organizing framework in which intent functions as an explicit, revisable, and verifiable mediating construct between human goals, environmental constraints, and agent behavior. Building on this synthesis, we propose a four-layer conceptual organization-semantic grounding, concept generation and learning, intent modeling, and value alignment-that clarifies how explicit intent mediates perception, cognition, and action in embodied systems. We analyze how existing techniques address recurring failure modes along the intent-to-execution pipeline and highlight the limitations that arise when intent remains implicit. By making intent explicit, revisable, and value-constrained where such structure is needed, IDEAI supports interpretable decision-making, adaptive task decomposition, and value-consistent behavior in open-ended, human-interactive, and safety-critical embodied domains, providing a unifying perspective for advancing Embodied AI toward robust, socially deployable intelligent systems.",rss_oup,0
A global atlas of soil microbial genetic resources exposes protection shortfalls,https://www.nature.com/articles/s41893-026-01914-8,Nature Sustainability,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1038/s41893-026-01914-8,Manuel Delgado-Baquerizo,"Soil-borne microbiomes harbour vital genetic resources, encompassing gene richness and dissimilarity, an indicator of the degree of diversity and distinctiveness exhibited by the gene repertoire of the soil microbiome. These genetic resources underlie key microbial traits and enzyme profiles that support terrestrial ecosystem functioning, including nutrient cycling, plant productivity and soil health. Despite their importance, global patterns and protection status of such resources remain poorly resolved. Here we compile 1,609 soil metagenomes to map global patterns of microbial functional gene richness and dissimilarity. Hotspots of gene dissimilarity concentrate in tropical regions, whereas gene richness hotspots are more widely distributed. Areas combining both high richness and dissimilarity are rare, covering only 5.5% of the terrestrial surface of the Earth, while drylands emerge as prominent hotspots for microbial traits and enzyme profiles. Fewer than 25% of hotspots for soil microbial genetic resources fall within designated protected areas. Notably, the global patterns of soil microbial functional profiles are largely decoupled from those of bacterial and fungal taxonomic diversity, suggesting that taxon-based conservation policies may not adequately safeguard belowground genetic resources. Our work provides an actionable baseline to integrate soil microbial genetic resources into global biodiversity targets and protected-area planning.",nature_html,0
Operational Tropical Cyclone Forecasting with AI,https://www.nature.com/articles/s41586-026-10953-2,Nature,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1038/s41586-026-10953-2,Peter Battaglia,"Tropical cyclones are among the most dangerous and costly weather phenomena, yet forecasting them remains a profound scientific challenge. Here, we introduce WeatherNext Cyclones (WN-C), an AI operational weather model producing state-of-the-art ensemble forecasts for track, intensity, and size of tropical cyclones worldwide. Trained on a combination of global analysis data1 and a global database of historical tropical cyclones2,3, WN-C generates large ensembles of possible global weather and cyclone scenarios extending 15 days into the future. Evaluated on tropical cyclones from 2023–2025, the track, intensity and wind radii predictions from WN-C offer an average of a day or more of lead time advantage over leading operational models, an improvement in accuracy comparable to the progress seen over the last decade of operational development. We achieved these results using inputs orders of magnitude coarser than regional models, suggesting that high resolution is not a strict prerequisite for state-of-the-art intensity forecasting and that this coarser atmospheric data contains more intensity signal than previously recognised. Including predictions from WN-C in a weighted-average consensus ensemble substantially improves its skill. The scalability of WN-C enables up to 1,000-member ensembles which better capture rare events over conventional 50-member ensembles. By providing state-of-the-art operational ensemble guidance to human forecasters, this work represents a step-change towards more reliable and timely forecasts and warnings that can help protect lives and mitigate the devastating impacts of tropical cyclones.",nature_html,0
Decomposition and separation of vibration waves from blasting demolition of tall buildings and their component characteristics,https://www.nature.com/articles/s41467-026-76458-8,Nature Communications,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1038/s41467-026-76458-8,Xianqi Xie,"Blasting demolition is widely used to remove large structures, but the resulting ground vibration can threaten nearby buildings and underground facilities. This vibration arises from explosive detonation and structural impact during collapse, giving it source mechanisms, wave components and attenuation behaviours that differ from those of underground blasting. Conventional peak and frequency indices cannot fully identify these contributions. In this study, a wave component characterisation method based on three dimensional polarisation states is developed to separate blast vibration waves from collapse vibration waves and analyse compressional, shear and Rayleigh waves during building blasting demolition. A normalised dominance factor is proposed to quantify wave type dominance and its transition during propagation. Here, we show that blast vibration waves exhibit staged changes in dominant wave components during initiation, whereas collapse vibration waves are controlled more strongly by shear and Rayleigh waves, supporting refined evaluation and control of blasting demolition vibration.",nature_html,0
Spectral biophysical cytometry with nanosensors reveals remodelling of immune cells in atherosclerosis,https://www.nature.com/articles/s41565-026-02236-8,Nature Nanotechnology,2026-08-06 00:00:00 UTC,2026-08-06 00:00:00+00:00,10.1038/s41565-026-02236-8,Erdinc Sezgin,"The biophysical properties of cells determine cellular physiology. Leveraging these properties for biomedical applications demands the ability to measure multiple parameters simultaneously across millions of cells and diverse cell types. However, current technologies are limited by throughput and low dimensionality. Here we introduce spectral biophysical cytometry (SBC), a high-throughput platform that integrates environment-sensitive nanosensors with spectral flow cytometry to resolve multiparametric biophysical properties of immune cells at single-cell resolution. By using fluorescent nanosensors that report membrane order, mitochondrial potential and membrane potential, SBC enables simultaneous quantification of key cellular physical states across diverse immune cell populations. When applied to peripheral blood mononuclear cells, SBC reveals cell-type-specific biophysical heterogeneity and identifies distinct remodelling signatures associated with atherosclerosis. In particular, T-cell subsets exhibit substantial alterations in membrane order and mitochondrial depolarization, reflecting coordinated changes in lipid composition and metabolic pathways. Integration with lipidomics and transcriptomics demonstrates that the nanosensors can detect biophysical shifts that correlate with dysregulated lipid metabolism and mitochondrial function, providing mechanistic insight into immune dysfunction in disease. Importantly, SBC achieves rapid, label-efficient profiling using commercially available instrumentation, enabling scalable biomarker discovery directly from blood samples and establishing a powerful strategy for linking biophysical phenotypes to immune cell function.",nature_html,0
Listening to storms as they shake Earth,https://www.science.org/doi/abs/10.1126/science.aek0553?af=R,AAAS: Science: Table of Contents,2026-08-06 06:00:12 UTC,2026-08-06 06:00:12+00:00,10.1126/science.aek0553,Ethan F. Williams,A network of seismometers measured atmospheric turbulence during Hurricane Isaac’s landfall,crossref,0
Change comes for science publishing paradigms,https://www.science.org/doi/abs/10.1126/science.aej0108?af=R,AAAS: Science: Table of Contents,2026-08-06 06:00:12 UTC,2026-08-06 06:00:12+00:00,10.1126/science.aej0108,Beth Montague-Hellen,"A pair of insiders cast recent efforts to increase access to research as problems, not progress",crossref,0
The climate benefits of retiring a fully operational internal combustion engine vehicle,https://www.science.org/doi/abs/10.1126/science.adv5441?af=R,AAAS: Science: Table of Contents,2026-08-06 06:00:12 UTC,2026-08-06 06:00:12+00:00,10.1126/science.adv5441,Roland Geyer,"Internal combustion engine (ICE) vehicles represent the single largest source of carbon dioxide emissions for most US households. Although battery electric vehicles (BEVs) considerably reduce use-phase emissions, the transition poses a fundamental life cycle optimization challenge: Is there a net climate benefit to retiring a functional ICE vehicle before its end of life? Retiring a functioning ICE vehicle incurs a fundamental trade-off between BEV manufacturing emissions and decreased vehicle operation emissions. In this study, we evaluated this trade-off across a comprehensive range of retirement scenarios and found that scrappage-and-replacement yields consistent emissions reductions across most contexts, including the retirement of new ICE vehicles. Although scrapping a functional asset remains economically prohibitive under current market conditions, these results demonstrate a major mitigation potential for policy interventions, such as enhanced scrappage subsidies, to address the emissions of an increasingly durable ICE fleet.",crossref,0
