title,link,source,published_str,pub_date,doi,last_author,abstract,abstract_source,must_have_abstract
The first known cephalopod was only a millimetre long and lived about 520 million years ago,https://www.nature.com/articles/d41586-026-02319-5,Nature,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/d41586-026-02319-5,,"The locomotion of modern cephalopods, such as squid and cuttlefish, relies on buoyancy control achieved mainly by a specialized structure called a siphuncle. The discovery of fossils of Eoceras — a millimetre-sized cephalopod with a siphuncle — suggests that the group had already emerged in the early Cambrian, around 520 million years ago. Small shelly fossils show that cephalopods with siphuncle structures lived in the early Cambrian period.",openalex,1
Intercalated conductive fibres,https://www.nature.com/articles/s41563-026-02681-9,Nature Materials,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41563-026-02681-9,Guanlan Zhao,,,0
Intercalate to modulate,https://www.nature.com/articles/s41563-026-02708-1,Nature Materials,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41563-026-02708-1,,,,0
Fast interlayer exciton drift driven by lattice reconstruction in a van der Waals heterobilayer,https://www.nature.com/articles/s41563-026-02688-2,Nature Materials,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41563-026-02688-2,Andras Kis,"Modern short-scale information transmission mainly relies on dissipative charge transport, with electrons scattered by defects and phonons, leading to significant power losses. By contrast, excitons—charge-neutral quasiparticles—offer a playground for electro-optical energy-efficient information transduction and processing owing to their extended lifetimes, charge neutrality and efficient electrostatic control. In this work, we report the observation of fast exciton transport in a van der Waals heterostructure over distances exceeding 10 µm, constrained only by the heterostructure finite size. We observe the presence of excitonic potential ramps that leads to long-range rapid exciton drift and enables rapid dilution of the initial exciton population. Our measurements reveal fast exciton propagation, with interlayer exciton drift velocities of approximately 2.66 × 104 m s−1, within a transport regime that remains robust across a wide range of exciton densities and temperatures up to 150 K. Our work opens avenues for the development of high-speed, energy-efficient excitonic devices, such as field-effect switches and modulators.",nature_html,0
Modular synthesis of chemically programmable superlattices,https://www.nature.com/articles/s41563-026-02663-x,Nature Materials,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41563-026-02663-x,Xiangfeng Duan,"Two-dimensional atomic crystals (2DACs), which feature non-bonding van der Waals (vdW) gaps between crystalline atomic layers, allow selected atoms or molecules to intercalate. When confined within these vdW gaps, the intercalants can self-assemble into ordered interlayers between adjacent 2D atomic lattices, forming well-defined intercalated superlattices. These structures combine the intrinsic properties of solid-state 2DACs with the chemically programmable electronic, optical and magnetic functionalities of self-assembled atomic or molecular interlayers. As a result, they can integrate disparate quantum and collective phenomena, enabling device functionalities beyond the reach of conventional heterostructures. However, the synthesis of intercalated superlattices with specific functions is more complex than arbitrarily combining 2DACs with functional intercalants. Electronically, optically or magnetically active interlayers are inherently more reactive than passive species and are often incompatible with conventional chemical or electrochemical intercalation strategies. In this Review, we classify the functional building blocks used to construct functional intercalated superlattices and examine the key challenges and emerging strategies for their synthesis and assembly. Our goal is to establish guiding principles for the modular design and synthesis of chemically programmable intercalated superlattices with tailored electronic, optical, magnetic and quantum functionalities.",nature_html,0
Intestinal stem cells count self-renewal divisions to switch multipotency,https://www.nature.com/articles/s41586-026-10814-y,Nature,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41586-026-10814-y,Zheng Guo,"Multipotent stem cells maintain tissue homeostasis by producing distinct daughter cell types in defined proportions1,2, but how they coordinate type-specific ratios during repeated divisions remains unknown. Drosophila intestinal stem cells (ISCs) switch between producing enteroendocrine cells (EECs) and enterocytes (ECs)3,4, yet maintain a constant EEC:EC ratio despite rapid tissue turnover5,6,7. Here we show that ISCs intrinsically count self-renewal divisions through an epigenetic mechanism to control multipotency switching. After each asymmetrical division producing an enteroendocrine mother cell (EMC; which divides symmetrically to produce a pair of EECs), ISCs execute precisely eight divisions that generate ECs, before switching back to EMC production at the ninth division. This counting is driven by antagonistic histone modifications: Trithorax group (TrxG)-dependent active marks (H3K4me3 and H3K36me3) progressively decline, whereas Polycomb group (PcG)-dependent repressive marks (H3K27me3) accumulate over successive divisions, triggering fate switching at a threshold. The division count is tunable by modulating TrxG and PcG activities, but withstands acute injury. Crucially, EMC-derived transient Notch signalling establishes active marks in ISCs to initiate the count, designating each EMC production as the cycle’s start point. Our work identifies a histone-modification-based division counter that programs developmental fidelity in stem cells, with implications for engineered tissue growth and differentiation disorder therapies.",nature_html,0
In situ structures of plant photosystem supercomplexes,https://www.nature.com/articles/s41586-026-10847-3,Nature,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41586-026-10847-3,Jiapeng Zhu,"Photosynthesis sustains life on Earth by converting light to chemical energy through the coordinated action of photosystem I (PSI) and photosystem II (PSII) within thylakoid membranes1,2,3,4. Although structures of isolated photosystems are available, their native organization in chloroplasts remains unknown. Here, using in situ cryo-electron microscopy, we directly imaged Oryza sativa (rice) chloroplasts and determined structures of photosystem supercomplexes in their native membrane environment. We resolved a C2S2M2L4-type PSII–light harvesting complex II (LHCII) supercomplex, including four LHCII antenna trimers that were not retained in purified preparations. Excitation energy transfer calculations based on this architecture closely reproduce in vivo measurements, indicating its physiological relevance. We also resolved asymmetric PSII–LHCII dimers, including side-by-side, trans-lumenal and trans-stromal architectures, and higher-order assemblies of trimers and tetramers. On the basis of these observations, we propose that PSII forms a trans-lumenal and trans-stromal ‘skeleton’ that shapes thylakoid morphology and supports grana stacking. In addition, we obtained high-resolution structures of PSI–LHCI–LHCII and PSI–LHCI supercomplexes. Together, these structures reveal extensive networks of lipids, pigments and cofactors, providing the first molecular framework for understanding how the native architecture of plant photosystem supports the exceptional photon-to-electron efficiency of photosynthesis.",nature_html,0
Diverse bacterial pattern recognition receptors sense the core phage proteome,https://www.nature.com/articles/s41586-026-10852-6,Nature,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1038/s41586-026-10852-6,Alex Gao,"Recognition of foreign molecules inside cells is critical for immunity across all domains of life. Proteins of the STAND NTPase superfamily1,2, including eukaryotic NOD-like receptors, play a central role in this process3,4. In bacteria and archaea, although several STAND families sense phage proteins5,6,7,8,9, their functional diversity remains largely unexplored. Here we conduct a systematic phylogenetic analysis of prokaryotic STAND NTPases and identify at least 90 structurally distinct families associated with antiviral defence. We first show that the uncharacterized Avs7 family recognizes the major capsid protein (MCP) of tailed phages. Three cryogenic electron microscopy structures of Salmonella enterica Avs7 reveal an asymmetric, butterfly-shaped tetramer that assembles stepwise through large, MCP-induced conformational changes, incorporating bacterial elongation factor Tu (EF-Tu) as a structural component that enhances defence. Using genetic screens with a library of 687 phage genes, we further show that 13 additional STAND families sense 13 conserved phage proteins, encompassing most of the core structural and replicative components of tailed phages. These include 2 distinct MCP-sensing families (Avs8 and Avs10) and 11 others (Avs11–21), which recognize the portal, portal adaptor, tail nozzle, head–tail connector, tail terminator, tail tube protein, tail assembly chaperone, tape measure protein, DNA polymerase, helicase/RecA-type ATPase and single-stranded DNA annealing protein, respectively. Together, our findings reveal a mechanism of host-factor repurposing and establish structure-based pattern recognition as a fundamental strategy of bacterial immunity.",nature_html,0
Forecasting Extreme Temperature Events by Hankel-Augmented Contrastive Learning,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag456/8746772?rss=1,National Science Review Advance Access,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1093/nsr/nwag456,Luonan Chen,"Accurate forecasting of extreme temperature events is critically important for climate adaptation and disaster preparedness, yet remains a fundamental challenge due to the abrupt and non-stationary nature of such phenomena. Current time series models often fail to capture rapid transitions and anomalous patterns that deviate significantly from historical behaviors. Here, we propose Hankelformer, a novel deep learning architecture that integrates structured Hankel-based augmentation with contrastive learning to significantly improve the forecasting of extreme weather events. The model employs a structured augmentation module that constructs Hankel matrices to capture local spatiotemporal dynamics without disrupting temporal coherence, generating delay-embedding-inspired views of the original input data in terms of states. These views are processed together with the original input in a dual-stream Transformer encoder, followed by a contrastive learning between them that forms spatiotemporal representations, thus significantly enhancing feature invariance and robustness against distribution shifts. We evaluated Hankelformer on the curated extreme weather datasets: the TexasFreeze, the Pacific Northwest Heatwave and the Antarctic Heat, in addition to six standard benchmarks in energy and transportation. Hankelformer consistently achieves state-of-the-art performance, demonstrating remarkable accuracy in predicting extreme temperature collapses and spikes, with up to 34% improvement in MSE over leading baselines. The framework offers a promising tool for reliable extreme temperature forecasting and underscores the value of constructing topologically equivalent sequences to the original sequence for spatiotemporal representation learning in handling real-world non-stationary time series.",rss_oup,0
Breaking the shuttle limitation in aqueous halogen batteries toward durable energy storage systems,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag459/8746764?rss=1,National Science Review Advance Access,2026-07-29 00:00:00 UTC,2026-07-29 00:00:00+00:00,10.1093/nsr/nwag459,Dongliang Chao,"Fulong Zhu, Zhehao Zhang, Fanxing Bu, Dongliang Chao; Breaking the shuttle limitation in aqueous halogen batteries toward durable energy storage systems, N",openalex,1
